codprod;descricaoproduto;embalagem;unidade;codepto;deptodescricao;codsec;secdescricao;codncmex;nbm;informacoestecnicas;codmarca;marca;codmarcatabelamarcas;marcatabelamarcas
11398;MONIN XAROPE 700ML MENTA GLACIAL ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11399;MONIN XAROPE 700ML MENTA VERDE ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11400;MONIN XAROPE 700ML MOJITO ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11401;MONIN XAROPE 700ML ROSA ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11402;MONIN XAROPE 700ML VIOLETA ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11403;MONIN XAROPE 700ML CAPIM LIMAO ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11404;MONIN XAROPE 700ML AMENDOA ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11405;MONIN XAROPE 700ML CURACAO TRIPLE SEC ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11406;MONIN XAROPE 700ML CANELA ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11407;MONIN XAROPE 700ML COOKIE CHOCOLATE ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11408;MONIN XAROPE 700ML CARAMELO SALGADO ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11409;MONIN XAROPE 700ML FLOR DE SABUGUEIRO ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;ELDERFLOWER;623;MONIN;623;MONIN
11410;MONIN XAROPE 700ML AGAVE ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;CRAFT SUGAR LINHA DE ACUCARES;623;MONIN;623;MONIN
11411;MONIN XAROPE 700ML ACUCAR DE CANA ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;CRAFT SUGAR LINHA DE ACUCARES;623;MONIN;623;MONIN
11412;MONIN XAROPE 700ML ACUCAR MASCAVO ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;CRAFT SUGAR LINHA DE ACUCARES;623;MONIN;623;MONIN
11413;MONIN XAROPE 700ML MANGA C/ESPECIARIAS;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11414;MONIN XAROPE 700ML ABACAXI ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11415;MONIN XAROPE 700ML MACADAMIA ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11416;MONIN XAROPE 700ML LARANJA SANGUINEA ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11417;MONIN XAROPE 700ML PEPINO;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11418;MONIN XAROPE 700ML PISTACHE ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11419;MONIN XAROPE 700ML JASMIN ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11420;MONIN XAROPE 700ML ABOBORA C/ESPECIARIAS;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;PUMPKIN SPICE;623;MONIN;623;MONIN
11421;MONIN XAROPE 700ML MAPLE C/ESPECIARIAS ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;MAPLE SPICE;623;MONIN;623;MONIN
11422;MONIN XAROPE 700ML TORTA DE MACA;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;APPLE PIE;623;MONIN;623;MONIN
11423;MONIN XAROPE 700ML PIPOCA (POP CORN) ;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11424;MONIN XAROPE 250ML MACA VERDE ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11425;MONIN XAROPE 250ML CRANBERRY ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11426;MONIN XAROPE 250ML TANGERINA ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11427;MONIN XAROPE 250ML FRAMBOESA ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11428;MONIN XAROPE 250ML MARACUJA ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11429;MONIN XAROPE 250ML GENGIBRE ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11430;MONIN XAROPE 250ML MORANGO SILVESTRE ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11431;MONIN XAROPE 250ML MELANCIA;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11432;MONIN XAROPE 250ML LIMAO SICILIANO ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11433;MONIN XAROPE 250ML KIWI ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11434;MONIN XAROPE 250ML ROMA ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11435;MONIN XAROPE 250ML MIRTILO;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11436;MONIN XAROPE 250ML LARANJA SANGUINEA ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11437;MONIN XAROPE 250ML MELAO;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11438;MONIN XAROPE 250ML LICHIA ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11439;MONIN XAROPE 250ML CEREJA MORELLO ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11440;MONIN XAROPE 250ML CARAMELO SALGADO ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11441;MONIN XAROPE 250ML COCO ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11442;MONIN XAROPE 250ML CASTANHA ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11443;MONIN XAROPE 250ML TORANJA ;250ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11444;MONIN LIMAO RANTCHO(LEMON RANTCHO);700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;ZERO ACUCARES FEITO COM 50% DE SUCO DE FRUTA DE LIMOES SICILIANOS SELECIONADOS;623;MONIN;623;MONIN
11445;MONIN XAROPE 700ML CHA PRETO C/LIMAO;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11550;MONIN PURE LE FRUIT MORANGO ;1L;UN;1;BEBIDAS;94;XAROPE;20079990.50;20079990;;623;MONIN;623;MONIN
11551;MONIN PURE LE FRUIT FRAMBOESA;1L;UN;1;BEBIDAS;94;XAROPE;20079990.50;20079990;;623;MONIN;623;MONIN
11552;MONIN PURE LE FRUIT PESSEGO ;1L;UN;1;BEBIDAS;94;XAROPE;20079990.50;20079990;;623;MONIN;623;MONIN
11553;MONIN PURE LE FRUIT KIWI;1L;UN;1;BEBIDAS;94;XAROPE;20079990.50;20079990;;623;MONIN;623;MONIN
11554;MONIN PURE LE FRUIT COCO;1L;UN;1;BEBIDAS;94;XAROPE;20079990.50;20079990;;623;MONIN;623;MONIN
11555;MONIN PURE LE FRUIT YUZU;1L;UN;1;BEBIDAS;94;XAROPE;20079990.50;20079990;;623;MONIN;623;MONIN
11556;MONIN PURE LE FRUIT MIRTILO;1L;UN;1;BEBIDAS;94;XAROPE;20079990.50;20079990;;623;MONIN;623;MONIN
11557;MONIN PURE LE FRUIT PERA;1L;UN;1;BEBIDAS;94;XAROPE;20079990.50;20079990;;623;MONIN;623;MONIN
11558;MONIN PURE LE FRUIT MARACUJA;1L;UN;1;BEBIDAS;94;XAROPE;20079990.50;20079990;;623;MONIN;623;MONIN
11560;MOLHO CHIMICHURRI TEMPEREX VD 200G;200G;UN;2;ALIMENTOS;206;MOLHO;21039021.12;21039021;200G ;492;TEMPEREX;492;TEMPEREX
11561;AZEITE DENDE TEMPEREX 200ML PET ;200ML;UN;2;ALIMENTOS;216;AZEITE;15119000.;15119000;200ML;492;HEMMER;492;TEMPEREX
11562;AZEITE DENDE TEMPEREX 900ML PET;900ML;UN;2;ALIMENTOS;216;AZEITE;15119000.;15119000;900ML;492;CEPERA;492;TEMPEREX
11563;CALDO BACON TEMPEREX 1,005KG;1,005KG;UN;2;ALIMENTOS;218;CALDO/AMACIANTE;21041019.;21041019;;492;TEMPEREX;492;TEMPEREX
11564;CALDO SABORES DOS MARES TEMPEREX 1,005KG;1,005KG;UN;2;ALIMENTOS;218;CALDO/AMACIANTE;21041019.;21041019;;492;TEMPEREX;492;TEMPEREX
11565;CREME CEBOLA TEMPEREX 1,005KG;1,005KG;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;21041019.;21041019;1,005KG;492;TEMPEREX;492;TEMPEREX
11566;VINHO IMP CHI 120 RES DELIGHT C.SAUVIGNO;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;SANTA RITA - TINTO SECO;571;SANTA RITA 120;571;SANTA RITA
11567;VINHO IMP CHI 120 RES DELIGHT P.GRIGGIO;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;SANTA RITA - BRANCO SECO;571;SANTA RITA 120;571;SANTA RITA
11568;VINHO IMP CHI 120 RES DELIGHT MOSCATO;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;SANTA RITA - BRANCO SECO;571;SANTA RITA 120;571;SANTA RITA
11569;BISC.SOL MARIA 350G ;350G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;350G;401;AGUIA;401;SOL
11571;BISC.SOL MAISENA 350G ;350G;UN;2;ALIMENTOS;230;BISCOITO;19053100.;19053100;350G;401;AGUIA;401;SOL
11572;AZEITONA PTA CALIFORNIANA V.FERTIL 16/20;2KG;BD;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20057000.4;20057000;2KG - GRANDE;453;VALE FERTIL;453;VALE FERTIL
11578;ARROZ ORIENTAL SUSHI URBANO LONGO 5KG;5KG;UN;2;ALIMENTOS;260;ARROZ;10063021.17;10063021;5KG;452;GUIN;452;URBANO
11579;ARROZ ORIENTAL SUSHI URBANO CURTO 5KG;5KG;UN;2;ALIMENTOS;260;ARROZ;10063021.;10063021;5KG;452;GUIN;452;URBANO
11580;FARINHA URBANO MIX S/GLUTEN 1KG;1KG;UN;2;ALIMENTOS;268;FARINHA/FARINACEOS;11029000.;11029000;1KG;452;URBANO;452;URBANO
11584;CHOC.1891 BARRA 9G INTENSE 70%;40X9G;DP;3;BOMBONIERI;312;CHOCOLATE;18063210.;18063210;CHOCOLATE AMARGO;292;NEUGEBAUER;292;NEUGEBAUER
11586;CANUDO STRAW.PL.FRUTAS DOBR.6MM 24CM;C/10 ;PT;6;EMBALAGENS/DESCARTAVEIS;610;CANUDO;39173229.;39173229;C/10 - 6MM;408;STRAWPLAST;408;STRAWPLAST
11587;TOMATE PELADO  400G D.RAVELLO ITALIANO  ;400G;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20021000.;20021000;240G DRENADO ;624;DON RAVELLO;624;DON RAVELLO
11613;BEB. GIN TANQUERAY 50ML (ING);50ML;UN;1;BEBIDAS;16;GIN;22089000.;22089000;50ML;425;TANQUERAY;425;TANQUERAY
11614;BEB. GIN TANQUERAY RANGPUR 50ML (ING);50ML;UN;1;BEBIDAS;16;GIN;22089000.;22089000;50ML;425;TANQUERAY;425;TANQUERAY
11615;BEB. GIN TANQUERAY SEVILLA 50ML (ING);50ML;UN;1;BEBIDAS;16;GIN;22089000.;22089000;50ML;425;TANQUERAY;425;TANQUERAY
11616;BEB. WHISKY J.WALKER BLACK LABEL 50ML MI;50ML;UN;1;BEBIDAS;66;MINIATURA;22083020.;22083020;50ML;210;JOHNNIE WALKER;210;JOHNNIE WALKER
11617;BEB. WHISKY J.WALKER RED LABEL 50ML MINI;50ML;UN;1;BEBIDAS;66;MINIATURA;22083020.;22083020;50ML;210;JOHNNIE WALKER;210;JOHNNIE WALKER
11618;WHISKY BUCHANAN'S MASTER  750ML ;750ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;750ML;64;BUCHANANS;64;BUCHANANS
11620;TEQUILERO DEL LESTE SILVER KIT 2 SHOT;720ML;UN;1;BEBIDAS;14;TEQUILA;22060090.;22060090;KIT 2 SHOTS + 720ML;572;TEQUILERO;572;TEQUILERO
11621;TEQUILERO DEL LESTE REPOS. ORO KIT 2 SHO;720ML;UN;1;BEBIDAS;14;TEQUILA;22060090.;22060090;KIT 2 SHOTS + 720ML;572;TEQUILERO;572;TEQUILERO
11622;BEB. WHISKY J.W.GOLD ICONS 750ML IMP;750ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;750ML - SEM CARTUCHO;;;;
11623;BOLO SOL CHOCOLATE C/MORANGO 400G - CAIX;400G;UN;2;ALIMENTOS;228;MISTURA/MISTURA BOLO;19012090.;19012090;400G - CAIXINHA;401;SOL;401;SOL
11624;BOLO SOL FLORESTA NEGRA 400G - CAIXINHA;400G;UN;2;ALIMENTOS;228;MISTURA/MISTURA BOLO;19012090.;19012090;400G - CAIXINHA;401;SOL;401;SOL
11625;BOLO SOL LIMAO 400G - CAIXINHA;400G;UN;2;ALIMENTOS;228;MISTURA/MISTURA BOLO;19012090.;19012090;400G - CAIXINHA;401;SOL;401;SOL
11626;M. LASANHA DONA BENTA C/OVOS LISA 12X200;12X200G;CX;2;ALIMENTOS;224;MASSA;19021100.12;19021100;12X200G;141;DONA BENTA;141;DONA BENTA
11629;EMB.ORIENTAL GAL910 BERCO P/SHOYU 7,5X7,;C/1000;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39239090.;39239090;COMP 7,5 LARG 7,5 ALT 1,7CM;557;GALVANOTEK;557;GALVANOTEK
11630;CALDO KNORR CARNE 10X57G TABLETE;10X57G;UN;2;ALIMENTOS;218;CALDO/AMACIANTE;21041011.;21041011;;225;KNORR;225;KNORR
11631;CALDO KNORR CARNE 114G TABLETE;114G;UN;2;ALIMENTOS;218;CALDO/AMACIANTE;21041011.;21041011;;225;KNORR;225;KNORR
11634;VINHO IMP ARG LOS CARDOS CHARDONNAY;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;DONA PAULA - BRANCO SECO;585;VINA DONA PAULA;585;VINA DONA PAULA
11660;MONIN PURE LE FRUIT TORANJA;1L;UN;1;BEBIDAS;94;XAROPE;20079990.50;20079990;;623;MONIN;623;MONIN
11661;MONIN CALDA CHOCOLATE ESCURO (DARK);1,89L;UN;1;BEBIDAS;94;XAROPE;18069000.50;18069000;;623;MONIN;623;MONIN
11662;MONIN CALDA CARAMELO (CARAMEL);1,89L;UN;1;BEBIDAS;94;XAROPE;21069090.4;21069090;;623;MONIN;623;MONIN
11666;MONIN BOMBA (PUMP) P/GARRAFA XAROPE VD;1-BRANCO;UN;7;UTILIDADES;704;UTENSILIO;39269090.50;39269090;;623;MONIN;623;MONIN
11667;MONIN BOMBA (PUMP) P/GARRAFA PURE/CALDA ;1-PRETO;UN;7;UTILIDADES;704;UTENSILIO;39269090.50;39269090;;623;MONIN;623;MONIN
11671;COB.SORVETE SELECTA CHOCOLATE  300G;300G;UN;2;ALIMENTOS;280;COBERTURA SORVETE;19019090.;19019090;;384;SELECTA;384;SELECTA
11672;COB.SORVETE SELECTA MORANGO  300G;300G;UN;2;ALIMENTOS;280;COBERTURA SORVETE;21069090.;21069090;;384;SELECTA;384;SELECTA
11673;COB.SORVETE SELECTA CARAMELO  300G;300G;UN;2;ALIMENTOS;280;COBERTURA SORVETE;21069090.;21069090;;384;SELECTA;384;SELECTA
11677;MAIONESE  SALADA BAG 3KG ;3KG;UN;2;ALIMENTOS;210;MAIONESE;21039019.;21039019;;371;SALADA;371;SALADA
11678;GIN TONIC TANQUERAY 269ML LATA;6X269ML;PK;1;BEBIDAS;16;GIN;22060090.;22060090;6X269ML;425;GORDONS;425;TANQUERAY
11679;GIN ROCKS SICILIAN LEMOM 1L;1L;UN;1;BEBIDAS;16;GIN;22085000.;22085000;1L;363;ROCKS;363;ROCKS
11680;MOLHO TOMATE 1,7KG BONARE PIZZA SACHE;1,7KG;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032090.;21032090;;52;BONARE;52;BONARE
11681;AMAC.ROUPA GIRANDO SOL 2L VERDE;2L;UN;5;LIMPEZA;504;AMACIANTE ROUPA;38099190.;38099190;2L;177;GIRANDO SOL;177;GIRANDO SOL
11682;FLOCAO DE ARROZ URBANO 500G;500G;UN;2;ALIMENTOS;268;FARINHA/FARINACEOS;11041900.;11041900;500G;452;URBANO;452;URBANO
11683;QUINOA URBANO 500G;500G;UN;2;ALIMENTOS;268;FARINHA/FARINACEOS;10085090.;10085090;500G;452;URBANO;452;URBANO
11684;ARROZ  PAELLA URBANO 1KG;1KG;UN;2;ALIMENTOS;260;ARROZ;10063021.;10063021;1KG;452;URBANO;452;URBANO
11685;ARROZ  PRETO INTEGRAL URBANO 500G;500G;UN;2;ALIMENTOS;260;ARROZ;10062020.;10062020;500G;452;URBANO;452;URBANO
11686;ARROZ  VERMELHO INTEGRAL URBANO 500G;500G;UN;2;ALIMENTOS;260;ARROZ;10062020.;10062020;500G;452;URBANO;452;URBANO
11688;MAC.ARROZ URBANO KIDS PERSONAGENS 24X500;24X500G;FD;2;ALIMENTOS;224;MASSA;19021900.12;19021900;24X500G;452;URBANO;452;URBANO
11689;MAC.ARROZ URBANO PARAFUSO 24X500G;24X500G;FD;2;ALIMENTOS;224;MASSA;19021900.12;19021900;24X500G;452;URBANO;452;URBANO
11690;MAC.ARROZ URBANO ESPAGUETE 24X500G;24X500G;FD;2;ALIMENTOS;224;MASSA;19021900.12;19021900;24X500G;452;URBANO;452;URBANO
11691;MONIN XAROPE 700ML CHA CHAI;700ML;UN;1;BEBIDAS;94;XAROPE;21069010.50;21069010;;623;MONIN;623;MONIN
11692;AZEITE EXT V FILIPPO BERIO ITA.0,5%;250ML VD;UN;2;ALIMENTOS;216;AZEITE;15092000.10;15092000;ITALIANO ACIDEZ 0,5%;625;FILIPPO BERIO;625;FILIPPO BERIO
11693;AZEITE EXT V FILIPPO BERIO ITA.0,5%;500ML VD;UN;2;ALIMENTOS;216;AZEITE;15092000.10;15092000;ITALIANO ACIDEZ 0,5%;625;FILIPPO BERIO;625;FILIPPO BERIO
11697;VINAGRE ACETO BALSAMICO D.RAVELLO VD ;500ML;UN;2;ALIMENTOS;252;VINAGRE/ACETO;22090000.;22090000;PRODUTO ITALIANO;624;DON RAVELLO;624;DON RAVELLO
11698;MOLHO TOMATE PASSATA CLASS.D.RAVELLO VD;680G ;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;20029000.;20029000;A PASSATA NÃO É UM MOLHO DE TOMATES PRONTO, MAS PODE SER USADA COMO BASE PARA FAZER UM DELICIOSO MOLHO CASEIRO. PARA ISSO, PRECISA SER REFOGADA, COZIDA OU ENGROSSADA;624;DON RAVELLO;624;DON RAVELLO
11699;GELEIA MORANGO PREMIUM  PREDILECTA VD ;320G;UN;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20079910.;20079910;;336;PREDILECTA;336;PREDILECTA
11701;GELEIA GOIABA PREMIUM PREDILECTA VD ;320G;UN;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20079910.;20079910;;336;PREDILECTA;336;PREDILECTA
11702;GELEIA PIMENTA AGRIDOCE PREM.PREDILECTA ;320G;UN;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20079910.;20079910;PIMENTA VERMELHA AGRIDOCE;336;PREDILECTA;336;PREDILECTA
11704;MOLHO TOMATE PASSATA RUST.SACCIALI VD;520G ;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;20029000.;20029000;A PASSATA NÃO É UM MOLHO DE TOMATES PRONTO, MAS PODE SER USADA COMO BASE PARA FAZER UM DELICIOSO MOLHO CASEIRO. PARA ISSO, PRECISA SER REFOGADA, COZIDA OU ENGROSSADA;626;SACCIALI;626;SACCIALI
11712;BOBINA PAPEL STRONG S.JOAO 40CM ;1UN ;UN;6;EMBALAGENS/DESCARTAVEIS;634;BOBINA;48059100.;48059100;C/166M GRAMATURA PAPEL 60GR;627;SAO JOAO;627;SAO JOAO
11713;BOBINA PAPEL STRONG S.JOAO 60CM ;1UN ;UN;6;EMBALAGENS/DESCARTAVEIS;634;BOBINA;48059100.;48059100;C/166M GRAMATURA PAPEL 60GR;627;SAO JOAO;627;SAO JOAO
11714;BOBINA PAPEL MONOLUCIDO S.JOAO 40CM ;1UN ;UN;6;EMBALAGENS/DESCARTAVEIS;634;BOBINA;48025499.;48025499;C/248M GRAMATURA PAPEL 40GR;627;SAO JOAO;627;SAO JOAO
11715;BOBINA PAPEL MONOLUCIDO S.JOAO 60CM ;1UN ;UN;6;EMBALAGENS/DESCARTAVEIS;634;BOBINA;48025499.;48025499;C/246M GRAMATURA PAPEL 40GR;627;SAO JOAO;627;SAO JOAO
11725;MOSTARDA  ESCURA PREDILECTA BISNAGA 180 ;180G;UN;2;ALIMENTOS;206;MOLHO;21033021.1;21033021;;336;PREDILECTA;336;PREDILECTA
11734;MAC.G.DURO RENATA FUSILLI 16X500G;16X500G;FD;2;ALIMENTOS;224;MASSA;19021900.12;19021900;;628;RENATA;628;RENATA
11735;MAC.G.DURO RENATA PENNE 16X500G;16X500G;FD;2;ALIMENTOS;224;MASSA;19021900.12;19021900;;628;RENATA;628;RENATA
11736;MAC.G.DURO RENATA SPAGHETTI 8 30X500G;30X500G;FD;2;ALIMENTOS;224;MASSA;19021900.12;19021900;;628;RENATA;628;RENATA
11737;MAC.SEMOLA GALO ALETRIA 20X500G;20X500G;CX;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11738;MAC.SEMOLA GALO CONCHA 20X500G;20X500G;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11739;MAC.SEMOLA GALO ESPAGUETE 8 30X500G;30X500G;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11740;MAC.SEMOLA GALO ESPAGUETE 8 15X1KG;15X1KG;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11741;MAC.SEMOLA GALO FURADINHO 5 30X500G;30X500G;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11742;MAC.SEMOLA GALO FURADINHO 5 15X1KG;15X1KG;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11743;MAC.SEMOLA GALO LINGUINE 30X500G;30X500G;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11744;MAC.SEMOLA GALO NINHO 2 20X500G;20X500G;CX;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11745;MAC.SEMOLA GALO PADRE NOSSO 20X500G;20X500G;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11746;MAC.SEMOLA GALO PARAFUSO 20X500G;20X500G;FD;2;ALIMENTOS;224;MASSA;19021900.;19021900;;172;GALO;172;GALO
11747;MAC.SEMOLA GALO PARAFUSO 12X1KG;12X1KG;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11749;MAC.SEMOLA GALO PENA 20X500G;20X500G;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11750;MAC.SEMOLA GALO ALFABETO 20X500G;20X500G;FD;2;ALIMENTOS;224;MASSA;19021100.;19021100;;172;GALO;172;GALO
11751;REFRESCO ABACAXI WILSON 350G;350G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;464;WILSON;464;WILSON
11752;REFRESCO ABACAXI C/COCO WILSON 350G;350G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;464;WILSON;464;WILSON
11753;REFRESCO LARANJA WILSON 350G;350G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;464;WILSON;464;WILSON
11754;REFRESCO LIMAO WILSON 350G;350G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;464;WILSON;464;WILSON
11755;REFRESCO MANGA WILSON 350G;350G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;464;WILSON;464;WILSON
11756;REFRESCO MARACUJA WILSON 350G;350G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;464;WILSON;464;WILSON
11757;REFRESCO MORANGO WILSON 350G;350G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;464;WILSON;464;WILSON
11758;REFRESCO UVA WILSON 350G;350G;UN;1;BEBIDAS;99;REFRESCO PO;21069010.2;21069010;FAZ 10L;464;WILSON;464;WILSON
11761;PORTA GUARDANAPO CAI CAI BCO ROSA 10X20 ;C/8;CX;7;UTILIDADES;704;UTENSILIO;39241000.;39241000;BRANCO CAIXA COM 8 PEÇAS;366;ROSA;366;ROSA
11762;PORTA GUARDANAPO CAI CAI PTO ROSA 10X20 ;C/8;CX;7;UTILIDADES;704;UTENSILIO;39241000.;39241000;PRETO CAIXA COM 8 PEÇAS;366;ROSA;366;ROSA
11763;AZEITE 2L COMPOSTO MARIA PET;2L;UN;2;ALIMENTOS;216;AZEITE;15179010.1;15179010;;629;MARIA;629;MARIA
11764;EXTRATO TOMATE  ELEFANTE 300G POTE ;300G ;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;20029000.;20029000;;;;;
11765;OLEO  ALGODAO LIZA 900ML ;900ML;UN;2;ALIMENTOS;220;GORDURA/OLEO ESPECIAIS;15122910.12;15122910;;630;LIZA;630;LIZA
11766;MOLHO TOMATE 1,02KG POMAROLA TRAD.SACHE ;1,02KG;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032090.;21032090;;;;;
11767;MOLHO SALADA LIZA VINAGRETE 234ML;234ML;UN;2;ALIMENTOS;206;MOLHO;21039091.;21039091;234ML;;;;
11768;AZEITE 5L EXT V BORGES ESP.0,5%;5L PET;UN;2;ALIMENTOS;216;AZEITE;15092000.4;15092000;;631;BORGES;631;BORGES
