codprod;descricaoproduto;embalagem;unidade;codepto;deptodescricao;codsec;secdescricao;codncmex;nbm;informacoestecnicas;codmarca;marca;codmarcatabelamarcas;marcatabelamarcas
1013;EMB.CRISTAL BIP13 RET.DOCE/SALGAD;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;COMP 20 LARG 14,5 ALT 7,8CM;40;BIPACK;40;BIPACK
1018;EMB.CRISTAL BIP18 RET.DOCE/SALDAD;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;COMP 23,5 LARG 17 ALT 7,8CM;40;BIPACK;40;BIPACK
1035;CORANTE PO ARCOLOR VERMELHO 100G ;100G;UN;2;ALIMENTOS;284;CORANTE/ESSENCIA;32041830.;32041830;100G;21;ARCOLOR;21;ARCOLOR
1044;PIPOCA MICR.SINHA BACON 90G;90G;UN;2;ALIMENTOS;240;CEREAL;20081900.;20081900;90G;393;SINHA;393;SINHA
1048;PIPOCA MICR.SINHA MANTEIGA C/S  90G;90G;UN;2;ALIMENTOS;240;CEREAL;20081900.;20081900;90G;393;SINHA;393;SINHA
1049;PIPOCA MICR.SINHA NATURAL C/S  90G;90G;UN;2;ALIMENTOS;240;CEREAL;20081900.;20081900;90G;393;SINHA;393;SINHA
1053;MILHO PIPOCA GRAO SINHA PREMIUM 500G;500G;UN;2;ALIMENTOS;240;CEREAL;10059010.;10059010;500G;393;SINHA;393;SINHA
1054;ACUCAR REFINADO DABARRA 5X5KG;5X5KG;FD;2;ALIMENTOS;254;ACUCAR;17019900.;17019900;5X5KG;120;DA BARRA;120;DA BARRA
1055;FIBRA NAO RISCA SCOTCH-BRITE 110X225MM;C/2;UN;5;LIMPEZA;520;ESPONJA;68053090.;68053090;;477;3M;477;3M
1056;EMB.CRISTAL BIP56A TORTA BRANCA ;C/50;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;ALT 11,8 LARG 29,3CM - BASE BRANCA;40;BIPACK;40;BIPACK
1058;ACUCAR CRISTAL UNIAO CRISTALCUCAR 10X1KG;10X1KG;FD;2;ALIMENTOS;254;ACUCAR;17019900.;17019900;10X1KG;450;UNIAO;450;UNIAO
1062;VODKA CIROC  RED BERRY 750ML (FRA);750ML;UN;1;BEBIDAS;8;VODKA IMPORTADA;22089000.;22089000;750ML;;;;
1065;GUARDAN.SACHE 21X29CM ROSA 1000X2UN;1000X2UN;CX;6;EMBALAGENS/DESCARTAVEIS;640;GUARDANAPO;48183000.;48183000;;366;ROSA;366;ROSA
1071;PUDIM CARAMELO C/LEITE NUTRIMENTAL 520G;520G;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;21069021.;21069021;DILUIÇAO: AGUA - RENDE 3,2 LITROS;307;NUTRIMENTAL;307;NUTRIMENTAL
1072;PUDIM CHOCOLATE C/LEITE NUTRIMENTAL 520G;520G;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;21069021.;21069021;DILUIÇAO: AGUA - RENDE 3,2 LITROS;307;NUTRIMENTAL;307;NUTRIMENTAL
1073;PUDIM COCO C/LEITE NUTRIMENTAL 520G;520G;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;21069021.;21069021;DILUIÇAO: AGUA - RENDE 3,2 LITROS;307;NUTRIMENTAL;307;NUTRIMENTAL
1074;PUDIM BAUNILHA C/LEITE NUTRIMENTAL 520G;520G;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;21069021.;21069021;DILUIÇAO: AGUA - RENDE 3,2 LITROS;307;NUTRIMENTAL;307;NUTRIMENTAL
1075;PUDIM MORANGO C/LEITE NUTRIMENTAL 520G;520G;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;21069021.;21069021;DILUIÇAO: AGUA - RENDE 3,2 LITROS;307;NUTRIMENTAL;307;NUTRIMENTAL
1084;TOMATE SECO 1,01KG ANDALUZIA SACHE;1,01KG;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20021000.4;20021000;;15;ANDALUZIA;15;ANDALUZIA
1099;CAFE CABOCLO 500G TRADICIONAL ;500G;UN;2;ALIMENTOS;262;CAFE;09012100.;9012100;500G;69;CABOCLO;69;CABOCLO
1100;ESPONJA LA DE ACO BOMBRIL 10X14UN ECO;10X14UN;FD;5;LIMPEZA;520;ESPONJA;73231000.;73231000;10X16UN - 60G;704;BOMBRIL;704;BOMBRIL
1102;BARRA CEREAL NUTRY AVEIA/BANANA/MEL;24X22G;DP;3;BOMBONIERI;314;CEREAL BARRA;19042000.;19042000;;308;NUTRY;308;NUTRY
1103;BARRA CEREAL NUTRY MORANGO C/CHOC.;24X22G;DP;3;BOMBONIERI;314;CEREAL BARRA;19042000.;19042000;;308;NUTRY;308;NUTRY
1115;CACAU PO MELKEN 100% CACAU ALCALINO 500G;500G;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;18050000.;18050000;;265;MELKEN;265;MELKEN
1122;WHISKY OLD PARR SILVER 1L  ;1L;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;1L;311;OLD PARR;311;OLD PARR
1124;RUM ZACAPA 23 750ML IMP.;750ML;UN;1;BEBIDAS;12;RUM;22084000.;22084000;750ML;471;ZACAPA;471;ZACAPA
1148;DESINF.PINHO YPE 12X500ML LAVANDA;12X500ML;CX;5;LIMPEZA;526;DESINFETANTE;38089419.;38089419;12X500ML;469;YPE;469;YPE
1157;MARMITA ALUM. 480ML WYDA W7 C/100;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;;466;WYDA;466;WYDA
1168;SUCO DE UVA INTEGRAL   500ML AURORA ;500ML;UN;1;BEBIDAS;84;SUCO INTEGRAL;20096100.;20096100;500ML;26;AURORA;26;AURORA
1170;SUCO DE UVA INTEGRAL 1,5L AURORA ;1,5L;UN;1;BEBIDAS;84;SUCO INTEGRAL;20096100.;20096100;1,5L;26;AURORA;26;AURORA
1176;MOSTARDA ESCURA TELL GALAO 3KG ;3KG;UN;2;ALIMENTOS;208;MOSTARDA;21033029.;21033029;;426;TELL;426;TELL
1192;WHISKY LOGAN HERITAGE 700ML ;700ML;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22083020.;22083020;700ML;244;LOGAN;244;LOGAN
1195;GUARDAN.F.DUPLA BOB 22,5X24CM 9X50;9X50;FD;6;EMBALAGENS/DESCARTAVEIS;640;GUARDANAPO;48183000.;48183000;;47;BOB;47;BOB
1196;GUARDAN.F.DUPLA BOB 30X30CM 12X50;12X50;FD;6;EMBALAGENS/DESCARTAVEIS;640;GUARDANAPO;48183000.;48183000;;47;BOB;47;BOB
1205;FRESH POWER ACAI (GASEIFICADO) 12X500;12X500ML;FD;1;BEBIDAS;88;SUCO PRONTO;22021000.;22021000;;;LATCO;;
1216;AZEITONA VDE GORDAL ANDALUZIA 90/110 2KG;2KG BALDE;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20057000.;20057000;2KG BALDE;15;ANDALUZIA;15;ANDALUZIA
1281;CAFE PILAO 500G TRADICIONAL ;500G;UN;2;ALIMENTOS;262;CAFE;09012100.;9012100;500G;;;;
1295;SARDINHA PESCADOR MOLHO TOMATE 125G;125G;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;16041310.;16041310;125G;323;PESCADOR;323;PESCADOR
1328;COB E RECHEIO MOCA L.CONDENSADO 2,6KG LA;2.6KG;UN;2;ALIMENTOS;236;CHOCOLATE/COBERTURA;04029900.1;4029900;;274;MOCA;274;MOCA
1331;BISC.CHAMPAGNE MASPA 250G;250G;UN;2;ALIMENTOS;230;BISCOITO;19053100.7;19053100;250G;261;MASPA;261;MASPA
1334;ENERG. NITRIX LATA MORANGO ;6X473ML;PK;1;BEBIDAS;80;ENERGETICO;22029900.3;22029900;;;NITRIX;;
1353;CACHACA ALAMBIQUE TRADICAO 700ML C/VASIL;700ML;KT;1;BEBIDAS;26;CACHACA;22084000.;22084000;700ML;4;ALAMBIQUE TRADICAO;4;ALAMBIQUE DIAMOND
1357;MOLHO BARBECUE DAJUDA GALAO 3,6KG ;3,6KG;UN;2;ALIMENTOS;206;MOLHO;21032090.;21032090;;122;DAJUDA;122;DAJUDA
1364;GERGELIM PRETO S/CASCA ATACAMA 500G;500G;UN;2;ALIMENTOS;240;CEREAL;12074090.9;12074090;500G - DESCASCADO;24;ATACAMA;24;ATACAMA
1365;FEIJAO PRETO URBANO TIPO-1 10X1KG;10X1KG;FD;2;ALIMENTOS;240;CEREAL;07133319.;7133319;10X1KG;452;URBANO;452;URBANO
1366;TAMPA COPO 300 C/FURO COPOBRAS TPT300;C/50;TR;6;EMBALAGENS/DESCARTAVEIS;602;DESCARTAVEL;39235000.;39235000;TRANSP COPO COMPATIVEL PPT330, CF300;110;COPOBRAS;110;COPOBRAS
1368;STEINHAEGER KOSTEN 980ML;980ML;UN;1;BEBIDAS;18;STEINHAEGER;22089000.;22089000;980ML;226;KOSTEN;226;KOSTEN
1371;UTEN.AVENTAL BRANCO TERGAL P LAMARE;1;UN;7;UTILIDADES;708;VESTURARIO PROFISSIONAL;62024000.;62024000;COMP 85 LARG 63CM;230;LAMARE;230;LAMARE
1383;LUVA  BORRACHA SCOTCH-BRITE G AMARELA ;1PR;PR;6;EMBALAGENS/DESCARTAVEIS;646;LUVA;40151900.;40151900;;477;3M;477;3M
1389;TAMPA COPO 550 COPOBRAS TPT550;C/50;TR;6;EMBALAGENS/DESCARTAVEIS;602;DESCARTAVEL;39235000.;39235000;TRANSP COPO COMPATIVEL CFT400, CFT500, PPT440, PPT550;110;COPOBRAS;110;COPOBRAS
1390;TAMPA COPO 550 C/FURO COPOBRAS TPT550;C/50;TR;6;EMBALAGENS/DESCARTAVEIS;602;DESCARTAVEL;39235000.;39235000;TRANSP COPO COMPATIVEL CFT400, CFT500, PPT440, PPT550;110;COPOBRAS;110;COPOBRAS
1392;FORMINHA ALUM.EMPADA WYDA  45ML;C/1000;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;ALT 2,3CM DIA.7CM;466;WYDA;466;WYDA
1393;FORMINHA ALUM.EMPADA WYDA 100ML;C/500;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;ALT 3CM DIA.8,5CM;466;WYDA;466;WYDA
1394;RUM ZACAPA XO 750ML IMP.;750ML;UN;1;BEBIDAS;12;RUM;22084000.;22084000;750ML;;;;
1403;CREME DE LEITE 1,030KG PIRACANJUBA 17% ;1,030KG;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;04015021.12;4015021;;328;PIRACANJUBA;328;PIRACANJUBA
1409;POTE/TAMPA STRAW.CRISTAL QUAD.180ML;C/10-KPT180;PT;6;EMBALAGENS/DESCARTAVEIS;602;DESCARTAVEL;39241000.1;39241000;COM TAMPA;408;STRAWPLAST;408;STRAWPLAST
1420;TOMATE SECO 3KG TOSCANA VD ;3KG ;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20029000.;20029000;2KG DRENADO;443;TOSCANA;443;TOSCANA
1421;COND. OREGANO TURCO TOSCANA 500G;500G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;12119010.;12119010;500G;443;TOSCANA;443;TOSCANA
1430;N.F.PRATO FUNDO TRANSP.ASTRAL 22CM 0008 ;24UN;CX;7;UTILIDADES;702;COPO/PRATO VIDRO;70134900.;70134900;;282;NADIR FIGUEIREDO;282;NADIR FIGUEIREDO
1433;MOSTARDA AMARELA HEMMER GALAO 3,6KG ;3.6KG;UN;2;ALIMENTOS;208;MOSTARDA;21033029.;21033029;;198;HEMMER;198;HEMMER
1441;FARINHA TRIGO SOL 10X1KG TIP1 PAPEL;10X1KG;FD;2;ALIMENTOS;268;FARINHA/FARINACEOS;11010010.;11010010;10X1KG;401;SOL;401;SOL
1456;MOLHO TOMATE 1,06KG TARANTELLA TRAD.TP ;1,06KG;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032090.;21032090;;;;;
1479;ALCOOL 46º ARAUCARIA 12X1L;12X1L;CX;5;LIMPEZA;530;ALCOOL;38089419.;38089419;12X1L;20;ARAUCARIA;20;ARAUCARIA
1480;ACUCAR CRISTAL ALTO ALEGRE 15X2KG;15X2KG;FD;2;ALIMENTOS;254;ACUCAR;17019900.;17019900;15X2KG;8;ALTO ALEGRE;8;ALTO ALEGRE
1481;ACUCAR CRISTAL ALTO ALEGRE 6X5KG;6X5KG;FD;2;ALIMENTOS;254;ACUCAR;17019900.;17019900;6X5KG;8;ALTO ALEGRE;8;ALTO ALEGRE
1495;MAIONESE SACHE HEMMER 190X7G;190X7G;CX;2;ALIMENTOS;210;MAIONESE;21039011.;21039011;;198;HEMMER;198;HEMMER
1496;CATCHUP SACHE HEMMER 190X7G;190X7G;CX;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032010.;21032010;;198;HEMMER;198;HEMMER
1497;CATCHUP  HEMMER GALAO 3,8KG ;3,8KG;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032090.;21032090;;198;HEMMER;198;HEMMER
1506;MOLHO VERDE DAJUDA BAG BOX 3KG;3KG;UN;2;ALIMENTOS;206;MOLHO;21039029.;21039029;;;;;
1510;MOLHO VERDE DAJUDA TRAPEZIO 1,01KG;1,01KG;UN;2;ALIMENTOS;206;MOLHO;21039029.;21039029;;122;DAJUDA;122;DAJUDA
1512;BAND.ALUM.RET.WYDA 2000ML D9;C/100-C/TAMP;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;76071110.;76071110;TAMPA CARTAO ALUMINIZADA;466;WYDA;466;WYDA
1515;PAPEL ALUMINIO 30CM X 100M WYDA ;1;UN;6;EMBALAGENS/DESCARTAVEIS;624;PAPEL ALUMINIO/MANTEIGA;76071110.;76071110;11 MICRAS;466;WYDA;466;WYDA
1518;MOLHO SALADA LIZA CAESAR 234ML;234ML;UN;2;ALIMENTOS;206;MOLHO;21039091.;21039091;234ML;;;;
1519;BITTER JOINVILLE CAVALO BCO VD 902ML;902ML;UN;1;BEBIDAS;20;BITTER;22084000.;22084000;902ML;211;JOINVILLE;211;JOINVILLE
1535;CABO DE MADEIRA PLASTIFICADO;1;UN;5;LIMPEZA;534;VASSOURA;96039000.;96039000;1;;;;
1547;CACHACA YPIOCA 5 CHAVES 700ML;700ML;UN;1;BEBIDAS;26;CACHACA;22084000.30;22084000;700ML;470;YPIOCA;470;YPIOCA
1548;CEREJA  MARASQUINO ANDALUZIA S/TALO 100G;100G - VIDRO;UN;2;ALIMENTOS;202;CONSERVA DOCE/ENLATADOS;20086010.41;20086010;100G;15;ANDALUZIA;15;ANDALUZIA
1553;HAMBURG.ISOP.04 COPOBRAS CH04 HOT DOG ;C/400;FD;6;EMBALAGENS/DESCARTAVEIS;614;LANCHEIRA ISOPOR;39231090.;39231090;COMP 22,5 LARG 9,5 ALT 6,2CM - CAP.450G;110;COPOBRAS;110;COPOBRAS
1559;PANO CHAO ALVEJADO GROSSO 40X62CM C/10UN;C/10UN;FD;5;LIMPEZA;532;PANO CHAO/PRATO;63071000.;63071000;C/10UN;260;MARTINS;260;MARTINS
1561;PANO CHAO CRU 40X70CM C/10;C/10UN;FD;5;LIMPEZA;532;PANO CHAO/PRATO;63071000.;63071000;C/10UN;260;MARTINS;260;MARTINS
1578;WHISKY JACK DANIELS HONEY 1L;1L;UN;1;BEBIDAS;4;WHISKY IMPORTADO;22087000.11;22087000;1L;206;JACK DANIELS;206;JACK DANIELS
1582;TEMPERO COMPL.ARISCO C/PIMENTA 1KG;1KG;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;21039021.;21039021;1KG;22;ARISCO;22;ARISCO
1583;TEMPERO COMPL.ARISCO S/PIMENTA 1KG;1KG;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;21039021.;21039021;1KG;22;ARISCO;22;ARISCO
1584;TEMPERO COMPL.ARISCO ALHO E SAL 1KG;1KG;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;21039021.;21039021;1KG;22;ARISCO;22;ARISCO
1595;DETERG.LIQ.L ROUPA TIXAN YPE PRIMAVERA;1L;UN;5;LIMPEZA;508;LAVA ROUPA;34025000.;34025000;1L;439;TIXAN YPE;439;TIXAN YPE
1597;AMAC.ROUPA YPE CONC.  500ML BLUE;500ML;UN;5;LIMPEZA;504;AMACIANTE ROUPA;38099190.;38099190;500ML;469;YPE;469;YPE
1606;CHICLE TRIDENT X FRESH CEREJA PRETO;C/21X8G;DP;3;BOMBONIERI;306;CHICLE;21069050.;21069050;C/21;448;TRIDENT;448;TRIDENT
1607;CHOC. LACTA 5STAR 18X40G;18X40G;DP;3;BOMBONIERI;312;CHOCOLATE;18069000.19;18069000;18X40G;479;5STAR;479;5STAR
1625;CHANTILLY SELECTA TOPPING 400G;400G;UN;2;ALIMENTOS;276;PREPARO PANIFICACAO;21069090.;21069090;;384;SELECTA;384;SELECTA
1640;EMB.CRISTAL BIP640 RED.DOCE;C/300;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;ALT 5,2 LARG 10,8CM;40;BIPACK;40;BIPACK
1641;EMB.CRISTAL BIP641 QUAD.DOCE;C/300;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;ALT 5,5 LARG 10,3 COMP 10,3CM;40;BIPACK;40;BIPACK
1642;EMB.CRISTAL BIP642 RED.MINI DOCE;C/300;CX;6;EMBALAGENS/DESCARTAVEIS;608;EMBALAGEM CRISTAL;39231090.;39231090;ALT 5 LARG 8CM;40;BIPACK;40;BIPACK
1645;AZEITONA PTA C/CAROCO V.FERTIL MED 1,01K;1,01KG SACHE;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20057000.4;20057000;1,01KG;453;VALE FERTIL;453;VALE FERTIL
1647;DETERG.PO TIXAN YPE  400G MACIEZ ROSA CX;400G - CAIXA;UN;5;LIMPEZA;506;DETERGENTE PO;34025000.;34025000;400G - CAIXA;439;TIXAN YPE;439;TIXAN YPE
1648;DETERG.PO TIXAN YPE  800G PRIM.AZUL CX;800G - CAIXA;UN;5;LIMPEZA;506;DETERGENTE PO;34025000.;34025000;800G - CAIXA;439;TIXAN YPE;439;TIXAN YPE
1651;WHISKY  BLACK STONE 1L;1L;UN;1;BEBIDAS;6;WHISKY NACIONAL;22089000.;22089000;1L;44;BLACK STONE;44;BLACK STONE
1653;DETERG.PO TIXAN YPE  800G MACIEZ ROSA CX;800G - CAIXA;UN;5;LIMPEZA;506;DETERGENTE PO;34025000.;34025000;800G - CAIXA ;439;TIXAN YPE;439;TIXAN YPE
1658;MOLHO TOMATE 1,06KG POMAROLA TRAD.TP ;1.06KG;UN;2;ALIMENTOS;212;ATOMATADO/CATCHUP;21032090.;21032090;1.060KG;332;POMAROLA;332;POMAROLA
1670;ESPUM.CHANDON BRUT ROSE 750ML;750ML;UN;1;BEBIDAS;40;ESPUMANTE;22041010.11;22041010;750ML;90;CHANDON;90;CHANDON
1673;COND. ACAFRAO JANDIRA 250G (CURCUMA);250G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;09102000.;9102000;250G;208;JANDIRA;208;JANDIRA
1674;COND. PAPRICA PICANTE JANDIRA 250G;250G;UN;2;ALIMENTOS;214;TEMPERO/CONDIMENTO;09042200.1;9042200;250G;208;JANDIRA;208;JANDIRA
1678;MARMITA ISOP. 850ML FIBRAFORM C/T FM75;C/100 C/TAMP;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;39231090.;39231090;ALT 5,2 LARG 18,5CM - COM TAMPA;162;FIBRAFORM;162;FIBRAFORM
1682;MARMITA ISOP.1200ML FIBRAFORM C/T FM110;C/100 C/TAMP;CX;6;EMBALAGENS/DESCARTAVEIS;612;MARMITEX/BANDEJA;39231090.;39231090;ALT 6,5 LARG 26,5CM - COM TAMPA;162;FIBRAFORM;162;FIBRAFORM
1683;HAMBURG.ISOP.01 FIBRAFORM HF01;C/400;CX;6;EMBALAGENS/DESCARTAVEIS;614;LANCHEIRA ISOPOR;39231090.;39231090;COMP 12,5 LARG 12,5 ALT 7,5CM - CAP.450ML;162;FIBRAFORM;162;FIBRAFORM
1684;HAMBURG.ISOP.02 FIBRAFORM HF02;C/400;CX;6;EMBALAGENS/DESCARTAVEIS;614;LANCHEIRA ISOPOR;39231090.;39231090;COMP 15 LARG 15 ALT 7,5CM - CAP.750ML;162;FIBRAFORM;162;FIBRAFORM
1685;HAMBURG.ISOP.03 FIBRAFORM HF03;C/400;CX;6;EMBALAGENS/DESCARTAVEIS;614;LANCHEIRA ISOPOR;39231090.;39231090;COMP 16 LARG 16 ALT 8,2CM - CAP.950ML;162;FIBRAFORM;162;FIBRAFORM
1686;HAMBURG.ISOP.101 FIBRAFORM HF101;C/200;CX;6;EMBALAGENS/DESCARTAVEIS;614;LANCHEIRA ISOPOR;39231090.;39231090;COMP 23,5 LARG 16 ALT 7,5CM - CAP.900ML;162;FIBRAFORM;162;FIBRAFORM
1687;HAMBURG.ISOP.132 FIBRAFORM HF132 3 DIV.;C/100;CX;6;EMBALAGENS/DESCARTAVEIS;614;LANCHEIRA ISOPOR;39231090.;39231090;COMP 25,5 LARG 23,5 ALT 9CM - CAP.1200ML;162;FIBRAFORM;162;FIBRAFORM
1689;CEBOLA CRYSPY CROCANTE MUCHO GOSTO 1,01K;1,01KG;PT;2;ALIMENTOS;266;PREPAROS CULINARIOS;20059900.;20059900;1,01KG;551;MUCHO GUSTO;551;MUCHO GUSTO
1695;ACUCAR SACHE CRISTAL CARAVELAS 1000X5G;1000X5G;CX;2;ALIMENTOS;254;ACUCAR;17019900.;17019900;CRISTAL BRANCO;78;CARAVELAS;78;CARAVELAS
1697;DETERG.LIQ.L ROUPA TIXAN YPE MACIEZ 1L;1L;UN;5;LIMPEZA;508;LAVA ROUPA;34025000.;34025000;1L;439;TIXAN YPE;439;TIXAN YPE
1698;AMAC.ROUPA YPE CONC.  500ML PINK;500ML;UN;5;LIMPEZA;504;AMACIANTE ROUPA;38099190.;38099190;500ML;469;YPE;469;YPE
1699;SUCO C.LARGO  200ML UVA TP;27X200ML;CX;1;BEBIDAS;84;SUCO INTEGRAL;20096100.;20096100;27X200ML;75;CAMPO LARGO;75;CAMPO LARGO
1702;SUCO C.LARGO  200ML MACA TP;27X200ML;CX;1;BEBIDAS;84;SUCO INTEGRAL;20097100.;20097100;27X200ML;75;CAMPO LARGO;75;CAMPO LARGO
1707;VINHO NAC S.GERMAIN FRISANTE BCO SVE;750ML;UN;1;BEBIDAS;48;VINHO NACIONAL FINO;22042100.10;22042100;750ML;369;SAINT GERMAIN;369;SAINT GERMAIN
1708;VINHO  SANGUE BOI BCO SECO;750ML;UN;1;BEBIDAS;54;VINHO MESA;22042100.10;22042100;750ML;375;SANGUE DE BOI;375;SANGUE DE BOI
1709;VINHO  SANGUE BOI BCO SUAVE;750ML;UN;1;BEBIDAS;54;VINHO MESA;22042100.10;22042100;750ML;375;SANGUE DE BOI;375;SANGUE DE BOI
1710;VINHO GFAO SANGUE BOI TTO SECO 4L CX;2X4L;CX;1;BEBIDAS;54;VINHO MESA;22042211.10;22042211;2X4L;;;;
1711;VINHO GFAO SANGUE BOI TTO SUAVE 4L CX;2X4L;CX;1;BEBIDAS;54;VINHO MESA;22042211.10;22042211;2X4L;;;;
1713;SUSPIRO CROCANTE MASPA 100G;100G;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;19019090.7;19019090;100G;261;MASPA;261;MASPA
1733;BRIGADEIRO CONFEITEIRO 2,02KG ;2,02KG;UN;2;ALIMENTOS;234;CREMES/SOBREMESA/LEITE COND;18062000.;18062000;;107;CONFEITEIRO;107;CONFEITEIRO
1740;VINHO QUENTAO CAMPO LARGO 750ML;750ML;UN;1;BEBIDAS;24;APERITIVO;22051000.9;22051000;750ML;;;;
1755;XAROPE KALY ROMA GRENADINE 700ML;700ML;UN;1;BEBIDAS;94;XAROPE;20089710.;20089710;700ML;215;KALY;215;KALY
1769;CREME  AVELA NUTELLA 140G;140G;UN;2;ALIMENTOS;232;MATINAL;18069000.15;18069000;;304;NUTELLA;304;NUTELLA
1770;CREME  AVELA NUTELLA 650G;650G;UN;2;ALIMENTOS;232;MATINAL;18069000.15;18069000;;304;NUTELLA;304;NUTELLA
1783;AZEITONA VDE V.FERTIL 20/24 MEDIA 1,01KG;1,01KG-SACHE;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20057000.4;20057000;1,01KG;453;VALE FERTIL;453;VALE FERTIL
1793;XAROPE KALY MACA VERDE 700ML;700ML;UN;1;BEBIDAS;94;XAROPE;20089710.;20089710;700ML;215;KALY;215;KALY
1797;AZEITONA VDE FATIADA V.FERTIL 1,01KG;1,01KG-SACHE;UN;2;ALIMENTOS;204;CONSERVA SALGADA/ENLATADOS;20057000.4;20057000;1,01KG;453;VALE FERTIL;453;VALE FERTIL
1805;XAROPE KALY CRANBERRY 700ML;700ML;UN;1;BEBIDAS;94;XAROPE;20089710.;20089710;700ML;215;KALY;215;KALY
1806;XAROPE KALY LIMAO 700ML;700ML;UN;1;BEBIDAS;94;XAROPE;20089710.;20089710;700ML;215;KALY;215;KALY
1807;XAROPE KALY LARANJA 700ML;700ML;UN;1;BEBIDAS;94;XAROPE;20089710.;20089710;700ML;215;KALY;215;KALY
1808;XAROPE KALY FRAMBOESA 700ML;700ML;UN;1;BEBIDAS;94;XAROPE;20089710.;20089710;700ML;215;KALY;215;KALY
1823;CANUDO STRAW.PL.GUARDA CHUVA DOBR.6MM 24;C/10 ;PT;6;EMBALAGENS/DESCARTAVEIS;610;CANUDO;39173229.;39173229;C/10 - 6MM;408;STRAWPLAST;408;STRAWPLAST
1835;LEITE DE COCO 1L SOCOCO TP ;1L;UN;2;ALIMENTOS;272;LEITE DE COCO;20098990.;20098990;21% DE GORDURA;399;SOCOCO;399;SOCOCO
1843;VINHO BAG M JAMES 3L CHARDONNAY MEIO SEC;3L;UN;1;BEBIDAS;55;VINHO BAG/GARRAFAO;22042211.10;22042211;3L;254;MARCUS JAMES;254;MARCUS JAMES
1851;CHOC.AMOR CARIOCA BOMBOM 200G ;200G ;UN;3;BOMBONIERI;312;CHOCOLATE;18069000.13;18069000;;292;NEUGEBAUER;292;NEUGEBAUER
1859;MEXEDOR STRAW.GRANDE 11CM PRETO;C/240-802;PT;6;EMBALAGENS/DESCARTAVEIS;606;TALHER PLASTICO;39241000.;39241000;C/240 MSG802;;;;
1870;PAPEL HIG PERSONAL F.SIMPLES 30M NEUTRO;15X4;FD;4;HIGIENE PESSOAL;402;PAPEL HIGIENICO;48181000.;48181000;15X4;322;PERSONAL;322;PERSONAL
1871;VINHO IMP PORT PORTO MESSIAS RUBY DOURO ;750ML;UN;1;BEBIDAS;46;VINHO IMPORTADO;22042100.11;22042100;750ML;;;;
1877;SAL REFIN. TEMPER. MAKRI 10X1KG;10X1KG;FD;2;ALIMENTOS;274;SAL;21039021.7;21039021;10X1KG;253;MAKRI;253;MAKRI
1884;SAL GROSSO CHURRASCO TEMPER MAKRI 10X1KG;10X1KG;FD;2;ALIMENTOS;274;SAL;21039021.7;21039021;10X1KG;253;MAKRI;253;MAKRI
1893;ACUCAR SACHE UNIAO 1000X5G;1000X5G;CX;2;ALIMENTOS;254;ACUCAR;17019900.;17019900;CRISTAL BRANCO;450;UNIAO;450;UNIAO
